q EQ,i EQ,q ME,i ME
3.942161,0.000000,3.942161,6.873810
3.947786,0.000000,3.947786,6.182965
3.953411,0.000000,3.953411,6.571970
3.959037,0.000000,3.959037,6.547832
3.964662,0.000000,3.964662,6.561491
3.970287,0.000000,3.970287,7.544577
3.975912,0.000000,3.975912,7.349245
3.981537,0.000000,3.981537,6.904296
3.987162,0.000000,3.987162,5.986216
3.992787,0.000000,3.992787,6.407658
3.998412,0.000000,3.998412,7.407870
4.004037,0.000000,4.004037,7.503653
4.009663,0.000000,4.009663,7.663538
4.015288,0.000000,4.015288,6.604924
4.020913,0.000000,4.020913,6.404933
4.026538,0.000000,4.026538,6.348581
4.032163,0.000000,4.032163,6.476235
4.037788,0.000000,4.037788,6.807185
4.043413,0.000000,4.043413,6.945026
4.049038,0.000000,4.049038,6.193923
4.054663,0.000000,4.054663,5.872056
4.060289,0.000000,4.060289,6.126320
4.065914,0.000000,4.065914,6.352777
4.071539,0.000000,4.071539,6.021461
4.077164,0.000000,4.077164,6.114070
4.082789,0.000000,4.082789,6.969578
4.088414,0.000000,4.088414,6.179712
4.094039,0.000000,4.094039,6.064653
4.099664,0.000000,4.099664,6.505710
4.105289,0.000000,4.105289,5.674844
4.110915,0.000000,4.110915,6.479306
4.116540,0.000000,4.116540,7.014409
4.122165,0.000000,4.122165,6.365192
4.127790,0.000000,4.127790,7.206489
4.133415,0.000000,4.133415,7.193966
4.139040,0.000000,4.139040,6.806051
4.144665,0.000000,4.144665,6.210827
4.150290,0.000000,4.150290,5.194993
4.155915,0.000000,4.155915,6.051247
4.161540,0.000000,4.161540,7.359541
4.167166,0.000000,4.167166,6.225547
4.172791,0.000000,4.172791,5.353886
4.178416,0.000000,4.178416,6.431611
4.184041,0.000000,4.184041,6.680742
4.189666,0.000000,4.189666,6.142406
4.195291,0.000000,4.195291,6.148540
4.200916,0.000000,4.200916,6.341978
4.206541,0.000000,4.206541,6.082559
4.212166,0.000000,4.212166,6.223752
4.217792,0.000000,4.217792,6.041509
4.223417,0.000000,4.223417,5.644517
4.229042,0.000000,4.229042,6.299609
4.234667,0.000000,4.234667,6.583490
4.240292,0.000000,4.240292,6.064534
4.245917,0.000000,4.245917,5.907709
4.251542,0.000000,4.251542,6.291057
4.257167,0.000000,4.257167,6.296850
4.262792,0.000000,4.262792,6.250676
4.268418,0.000000,4.268418,6.171525
4.274043,0.000000,4.274043,5.558833
4.279668,0.000000,4.279668,5.175976
4.285293,0.000000,4.285293,5.335207
4.290918,0.000000,4.290918,5.762763
4.296543,0.000000,4.296543,6.190825
4.302168,0.000000,4.302168,6.208543
4.307793,0.000000,4.307793,5.608875
4.313418,0.000000,4.313418,6.139120
4.319043,0.000000,4.319043,5.826035
4.324669,0.000000,4.324669,6.133641
4.330294,0.000000,4.330294,6.118595
4.335919,0.000000,4.335919,5.455570
4.341544,0.000000,4.341544,6.115808
4.347169,0.000000,4.347169,6.311136
4.352794,0.000000,4.352794,6.615938
4.358419,0.000000,4.358419,7.176732
4.364044,0.000000,4.364044,7.645469
4.369669,0.000000,4.369669,7.269327
4.375295,0.000000,4.375295,6.485919
4.380920,0.000000,4.380920,6.050536
4.386545,0.000000,4.386545,5.759021
4.392170,0.000000,4.392170,6.478581
4.397795,0.000000,4.397795,6.815901
4.403420,0.000000,4.403420,6.135640
4.409045,0.000000,4.409045,5.330050
4.414670,0.000000,4.414670,5.562223
4.420295,0.000000,4.420295,6.105731
4.425921,0.000000,4.425921,6.504705
4.431546,0.000000,4.431546,7.035229
4.437171,0.000000,4.437171,6.311268
4.442796,0.000000,4.442796,5.970470
4.448421,0.000000,4.448421,6.754464
4.454046,0.000000,4.454046,7.323277
4.459671,0.000000,4.459671,6.450826
4.465296,0.000000,4.465296,5.517577
4.470921,0.000000,4.470921,6.200968
4.476547,0.000000,4.476547,6.954670
4.482172,0.000000,4.482172,6.945527
4.487797,0.000000,4.487797,6.984117
4.493422,0.000000,4.493422,7.122357
4.499047,0.000000,4.499047,6.337280
4.504672,0.000000,4.504672,6.340306
4.510297,0.000000,4.510297,6.314946
4.515922,0.000000,4.515922,6.515064
4.521547,0.000000,4.521547,7.959291
4.527172,0.000000,4.527172,8.561334
4.532798,0.000000,4.532798,9.341958
4.538423,0.000000,4.538423,10.309400
4.544048,0.000000,4.544048,10.950575
4.549673,0.000000,4.549673,9.997501
4.555298,0.000000,4.555298,9.028072
4.560923,0.000000,4.560923,8.934258
4.566548,0.000000,4.566548,8.115609
4.572173,0.000000,4.572173,8.206030
4.577798,0.000000,4.577798,8.207598
4.583424,0.000000,4.583424,8.909718
4.589049,0.000000,4.589049,8.742699
4.594674,0.000000,4.594674,8.602415
4.600299,0.000000,4.600299,8.518587
4.605924,0.000000,4.605924,8.269592
4.611549,0.000000,4.611549,8.578084
4.617174,0.000000,4.617174,9.025019
4.622799,0.000000,4.622799,8.837368
4.628424,0.000000,4.628424,7.792215
4.634050,0.000000,4.634050,6.508468
4.639675,0.000000,4.639675,6.651915
4.645300,0.000000,4.645300,7.254305
4.650925,0.000000,4.650925,6.819686
4.656550,0.000000,4.656550,6.677667
4.662175,0.000000,4.662175,6.464400
4.667800,0.000000,4.667800,6.457909
4.673425,0.000000,4.673425,6.605899
4.679050,0.000000,4.679050,6.585042
4.684675,0.000000,4.684675,7.115484
4.690301,0.000000,4.690301,6.643695
4.695926,0.000000,4.695926,6.876199
4.701551,0.000000,4.701551,7.278368
4.707176,0.000000,4.707176,7.230781
4.712801,0.000000,4.712801,5.799101
4.718426,0.000000,4.718426,5.281762
4.724051,0.000000,4.724051,5.622501
4.729676,0.000000,4.729676,6.268087
4.735301,0.000000,4.735301,6.025797
4.740927,0.000000,4.740927,6.191710
4.746552,0.000000,4.746552,6.096029
4.752177,0.000000,4.752177,6.032029
4.757802,0.000000,4.757802,6.937624
4.763427,0.000000,4.763427,6.366858
4.769052,0.000000,4.769052,6.632499
4.774677,0.000000,4.774677,6.751122
4.780302,0.000000,4.780302,6.850600
4.785927,0.000000,4.785927,6.336782
4.791553,0.000000,4.791553,5.747276
4.797178,0.000000,4.797178,5.963287
4.802803,0.000000,4.802803,5.751156
4.808428,0.000000,4.808428,5.573174
4.814053,0.000000,4.814053,5.414136
4.819678,0.000000,4.819678,6.233122
4.825303,0.000000,4.825303,6.495096
4.830928,0.000000,4.830928,6.142939
4.836553,0.000000,4.836553,6.714623
4.842178,0.000000,4.842178,6.584232
4.847804,0.000000,4.847804,6.586390
4.853429,0.000000,4.853429,5.761111
4.859054,0.000000,4.859054,5.333767
4.864679,0.000000,4.864679,6.570000
4.870304,0.000000,4.870304,6.326285
4.875929,0.000000,4.875929,5.628931
4.881554,0.000000,4.881554,6.295854
4.887179,0.000000,4.887179,6.194734
4.892804,0.000000,4.892804,5.670816
4.898430,0.000000,4.898430,6.247107
4.904055,0.000000,4.904055,7.073642
4.909680,0.000000,4.909680,6.320312
4.915305,0.000000,4.915305,6.330309
4.920930,0.000000,4.920930,5.772888
4.926555,0.000000,4.926555,5.836763
4.932180,0.000000,4.932180,6.307719
4.937805,0.000000,4.937805,5.883534
4.943430,0.000000,4.943430,6.193761
4.949056,0.000000,4.949056,5.910567
4.954681,0.000000,4.954681,5.286087
4.960306,0.000000,4.960306,5.656364
4.965931,0.000000,4.965931,6.573071
4.971556,0.000000,4.971556,6.430118
4.977181,0.000000,4.977181,5.403810
4.982806,0.000000,4.982806,4.986268
4.988431,0.000000,4.988431,5.817390
4.994056,0.000000,4.994056,6.097507
4.999682,0.000000,4.999682,5.668115
5.005307,0.000000,5.005307,6.648707
5.010932,0.000000,5.010932,6.318863
5.016557,0.000000,5.016557,5.920293
5.022182,0.000000,5.022182,6.015537
5.027807,0.000000,5.027807,6.202784
5.033432,0.000000,5.033432,6.391057
5.039057,0.000000,5.039057,5.937539
5.044682,0.000000,5.044682,6.181777
5.050307,0.000000,5.050307,6.406232
5.055933,0.000000,5.055933,6.548794
5.061558,0.000000,5.061558,6.584094
5.067183,0.000000,5.067183,6.674220
5.072808,0.000000,5.072808,6.564621
5.078433,0.000000,5.078433,6.217639
5.084058,0.000000,5.084058,5.717528
5.089683,0.000000,5.089683,5.160760
5.095308,0.000000,5.095308,5.346549
5.100933,0.000000,5.100933,6.278569
5.106559,0.000000,5.106559,5.773234
5.112184,0.000000,5.112184,6.437820
5.117809,0.000000,5.117809,6.393113
5.123434,0.000000,5.123434,5.593256
5.129059,0.000000,5.129059,5.168516
5.134684,0.000000,5.134684,5.204660
5.140309,0.000000,5.140309,4.972121
5.145934,0.000000,5.145934,5.215797
5.151559,0.000000,5.151559,6.263701
5.157185,0.000000,5.157185,5.956813
5.162810,0.000000,5.162810,5.673117
5.168435,0.000000,5.168435,6.191641
5.174060,0.000000,5.174060,5.838375
5.179685,0.000000,5.179685,5.940564
5.185310,0.000000,5.185310,6.695655
5.190935,0.000000,5.190935,6.266984
5.196560,0.000000,5.196560,5.972749
5.202185,0.000000,5.202185,6.213320
5.207810,0.000000,5.207810,5.886361
5.213436,0.000000,5.213436,5.614719
5.219061,0.000000,5.219061,6.169400
5.224686,0.000000,5.224686,6.298021
5.230311,0.000000,5.230311,5.945786
5.235936,0.000000,5.235936,5.620749
5.241561,0.000000,5.241561,5.716046
5.247186,0.000000,5.247186,5.818902
5.252811,0.000000,5.252811,6.238298
5.258436,0.000000,5.258436,6.518576
5.264062,0.000000,5.264062,5.799945
5.269687,0.000000,5.269687,5.698864
5.275312,0.000000,5.275312,6.475361
5.280937,0.000000,5.280937,6.308355
5.286562,0.000000,5.286562,5.766230
5.292187,0.000000,5.292187,5.961232
5.297812,0.000000,5.297812,6.070181
5.303437,0.000000,5.303437,7.194640
5.309062,0.000000,5.309062,7.282000
5.314688,0.000000,5.314688,6.178418
5.320313,0.000000,5.320313,5.529126
5.325938,0.000000,5.325938,5.711443
5.331563,0.000000,5.331563,5.586297
5.337188,0.000000,5.337188,6.392127
5.342813,0.000000,5.342813,6.204155
5.348438,0.000000,5.348438,5.957901
5.354063,0.000000,5.354063,6.379689
5.359688,0.000000,5.359688,6.193445
5.365314,0.000000,5.365314,5.794730
5.370939,0.000000,5.370939,5.330978
5.376564,0.000000,5.376564,5.719174
5.382189,0.000000,5.382189,6.042806
5.387814,0.000000,5.387814,5.843858
5.393439,0.000000,5.393439,6.281191
5.399064,0.000000,5.399064,5.751049
5.404689,0.000000,5.404689,6.103743
5.410314,0.000000,5.410314,6.728654
5.415939,0.000000,5.415939,6.429054
5.421565,0.000000,5.421565,5.844118
5.427190,0.000000,5.427190,5.611606
5.432815,0.000000,5.432815,5.396335
5.438440,0.000000,5.438440,5.235350
5.444065,0.000000,5.444065,5.421274
5.449690,0.000000,5.449690,5.441516
5.455315,0.000000,5.455315,5.514615
5.460940,0.000000,5.460940,5.914458
5.466565,0.000000,5.466565,5.906324
5.472191,0.000000,5.472191,5.757922
5.477816,0.000000,5.477816,6.747680
5.483441,0.000000,5.483441,6.373250
5.489066,0.000000,5.489066,5.389967
5.494691,0.000000,5.494691,5.632032
5.500316,0.000000,5.500316,5.131215
5.505941,0.000000,5.505941,4.746941
5.511566,0.000000,5.511566,4.857387
5.517191,0.000000,5.517191,4.791342
5.522817,0.000000,5.522817,5.379883
5.528442,0.000000,5.528442,5.548549
5.534067,0.000000,5.534067,5.765107
5.539692,0.000000,5.539692,5.495340
5.545317,0.000000,5.545317,5.931863
5.550942,0.000000,5.550942,5.449883
5.556567,0.000000,5.556567,5.596661
5.562192,0.000000,5.562192,5.595748
5.567817,0.000000,5.567817,5.550282
5.573442,0.000000,5.573442,5.130996
5.579068,0.000000,5.579068,5.869528
5.584693,0.000000,5.584693,6.539186
5.590318,0.000000,5.590318,6.376121
5.595943,0.000000,5.595943,6.551223
5.601568,0.000000,5.601568,6.004006
5.607193,0.000000,5.607193,5.744346
5.612818,0.000000,5.612818,5.541593
5.618443,0.000000,5.618443,5.000573
5.624068,0.000000,5.624068,5.049488
5.629694,0.000000,5.629694,4.998237
5.635319,0.000000,5.635319,5.967214
5.640944,0.000000,5.640944,6.638427
5.646569,0.000000,5.646569,5.739177
5.652194,0.000000,5.652194,4.971416
5.657819,0.000000,5.657819,4.663572
5.663444,0.000000,5.663444,4.486725
5.669069,0.000000,5.669069,5.149593
5.674694,0.000000,5.674694,6.310865
5.680320,0.000000,5.680320,6.015329
5.685945,0.000000,5.685945,6.240647
5.691570,0.000000,5.691570,6.309696
5.697195,0.000000,5.697195,5.139632
5.702820,0.000000,5.702820,5.044686
5.708445,0.000000,5.708445,5.090807
5.714070,0.000000,5.714070,5.871081
5.719695,0.000000,5.719695,6.208942
5.725320,0.000000,5.725320,6.433774
5.730946,0.000000,5.730946,6.055659
5.736571,0.000000,5.736571,5.880208
5.742196,0.000000,5.742196,5.895082
5.747821,0.000000,5.747821,5.832063
5.753446,0.000000,5.753446,5.401915
5.759071,0.000000,5.759071,6.216981
5.764696,0.000000,5.764696,6.441839
5.770321,0.000000,5.770321,6.228077
5.775946,0.000000,5.775946,5.712495
5.781571,0.000000,5.781571,5.364589
5.787197,0.000000,5.787197,4.870180
5.792822,0.000000,5.792822,5.481037
5.798447,0.000000,5.798447,5.883748
5.804072,0.000000,5.804072,5.429929
5.809697,0.000000,5.809697,6.213452
5.815322,0.000000,5.815322,5.866814
5.820947,0.000000,5.820947,5.497240
5.826572,0.000000,5.826572,5.705350
5.832197,0.000000,5.832197,5.179696
5.837823,0.000000,5.837823,4.989835
5.843448,0.000000,5.843448,5.242166
5.849073,0.000000,5.849073,5.286116
5.854698,0.000000,5.854698,5.519202
5.860323,0.000000,5.860323,5.673769
5.865948,0.000000,5.865948,5.079646
5.871573,0.000000,5.871573,5.321046
5.877198,0.000000,5.877198,5.744966
5.882823,0.000000,5.882823,6.004903
5.888449,0.000000,5.888449,5.834443
5.894074,0.000000,5.894074,6.337519
5.899699,0.000000,5.899699,6.248786
5.905324,0.000000,5.905324,5.991119
5.910949,0.000000,5.910949,5.242906
5.916574,0.000000,5.916574,5.251257
5.922199,0.000000,5.922199,5.840043
5.927824,0.000000,5.927824,5.950976
5.933449,0.000000,5.933449,5.631347
5.939074,0.000000,5.939074,6.404989
5.944700,0.000000,5.944700,6.213918
5.950325,0.000000,5.950325,5.854928
5.955950,0.000000,5.955950,6.484743
5.961575,0.000000,5.961575,6.283456
5.967200,0.000000,5.967200,5.623271
5.972825,0.000000,5.972825,5.484562
5.978450,0.000000,5.978450,4.980261
5.984075,0.000000,5.984075,4.588241
5.989700,0.000000,5.989700,5.509347
5.995326,0.000000,5.995326,6.406287
6.000951,0.000000,6.000951,6.135874
6.006576,0.000000,6.006576,6.350076
6.012201,0.000000,6.012201,7.216082
6.017826,0.000000,6.017826,8.871569
6.023451,0.000000,6.023451,12.265924
6.029076,0.000000,6.029076,15.355515
6.034701,0.000000,6.034701,16.724796
6.040326,0.000000,6.040326,15.896029
6.045952,0.000000,6.045952,13.255574
6.051577,0.000000,6.051577,11.348973
6.057202,0.000000,6.057202,10.148894
6.062827,0.000000,6.062827,10.155038
6.068452,0.000000,6.068452,9.085645
6.074077,0.000000,6.074077,8.303376
6.079702,0.000000,6.079702,8.108888
6.085327,0.000000,6.085327,7.638587
6.090952,0.000000,6.090952,8.137190
6.096578,0.000000,6.096578,8.295467
6.102203,0.000000,6.102203,7.665412
6.107828,0.000000,6.107828,7.084226
6.113453,0.000000,6.113453,6.266317
6.119078,0.000000,6.119078,6.886870
6.124703,0.000000,6.124703,6.826716
6.130328,0.000000,6.130328,6.917377
6.135953,0.000000,6.135953,6.855145
6.141578,0.000000,6.141578,6.625652
6.147203,0.000000,6.147203,6.120631
6.152829,0.000000,6.152829,5.859426
6.158454,0.000000,6.158454,6.213035
6.164079,0.000000,6.164079,6.665750
6.169704,0.000000,6.169704,6.427360
6.175329,0.000000,6.175329,6.689104
6.180954,0.000000,6.180954,5.666307
6.186579,0.000000,6.186579,5.744566
6.192204,0.000000,6.192204,6.369707
6.197829,0.000000,6.197829,5.757565
6.203455,0.000000,6.203455,6.049518
6.209080,0.000000,6.209080,6.132665
6.214705,0.000000,6.214705,6.354903
6.220330,0.000000,6.220330,5.979400
6.225955,0.000000,6.225955,5.763992
6.231580,0.000000,6.231580,5.735596
6.237205,0.000000,6.237205,5.862348
6.242830,0.000000,6.242830,5.718931
6.248455,0.000000,6.248455,5.593728
6.254081,0.000000,6.254081,5.878804
6.259706,0.000000,6.259706,6.295168
6.265331,0.000000,6.265331,6.493130
6.270956,0.000000,6.270956,6.591677
6.276581,0.000000,6.276581,6.492734
6.282206,0.000000,6.282206,5.954711
6.287831,0.000000,6.287831,5.292114
6.293456,0.000000,6.293456,4.794821
6.299081,0.000000,6.299081,4.993690
6.304706,0.000000,6.304706,5.577576
6.310332,0.000000,6.310332,5.281062
6.315957,0.000000,6.315957,5.713833
6.321582,0.000000,6.321582,5.418135
6.327207,0.000000,6.327207,5.574473
6.332832,0.000000,6.332832,6.301308
6.338457,0.000000,6.338457,6.303659
6.344082,0.000000,6.344082,5.963985
6.349707,0.000000,6.349707,6.002038
6.355332,0.000000,6.355332,5.699874
6.360958,0.000000,6.360958,5.314717
6.366583,0.000000,6.366583,5.737165
6.372208,0.000000,6.372208,5.579073
6.377833,0.000000,6.377833,5.736019
6.383458,0.000000,6.383458,5.949621
6.389083,0.000000,6.389083,5.550878
6.394708,0.000000,6.394708,5.260020
6.400333,0.000000,6.400333,4.826733
6.405958,0.000000,6.405958,5.227028
6.411584,0.000000,6.411584,5.877417
6.417209,0.000000,6.417209,5.988275
6.422834,0.000000,6.422834,5.407659
6.428459,0.000000,6.428459,5.436766
6.434084,0.000000,6.434084,5.915573
6.439709,0.000000,6.439709,4.850240
6.445334,0.000000,6.445334,5.435730
6.450959,0.000000,6.450959,5.824666
6.456584,0.000000,6.456584,5.422512
6.462209,0.000000,6.462209,4.896902
6.467835,0.000000,6.467835,5.011893
6.473460,0.000000,6.473460,5.824989
6.479085,0.000000,6.479085,5.593183
6.484710,0.000000,6.484710,5.654503
6.490335,0.000000,6.490335,5.448444
6.495960,0.000000,6.495960,5.057507
6.501585,0.000000,6.501585,4.981707
6.507210,0.000000,6.507210,5.499372
6.512835,0.000000,6.512835,5.153541
6.518461,0.000000,6.518461,4.827238
6.524086,0.000000,6.524086,4.493653
6.529711,0.000000,6.529711,5.825274
6.535336,0.000000,6.535336,6.219132
6.540961,0.000000,6.540961,5.598958
6.546586,0.000000,6.546586,5.056067
6.552211,0.000000,6.552211,4.996971
6.557836,0.000000,6.557836,4.888028
6.563461,0.000000,6.563461,5.517261
6.569087,0.000000,6.569087,5.588181
6.574712,0.000000,6.574712,5.570274
6.580337,0.000000,6.580337,5.439633
6.585962,0.000000,6.585962,4.921721
6.591587,0.000000,6.591587,5.608432
6.597212,0.000000,6.597212,5.715213
6.602837,0.000000,6.602837,5.214274
6.608462,0.000000,6.608462,5.089473
6.614087,0.000000,6.614087,4.904102
6.619713,0.000000,6.619713,4.636141
6.625338,0.000000,6.625338,5.011929
6.630963,0.000000,6.630963,5.490741
6.636588,0.000000,6.636588,5.821043
6.642213,0.000000,6.642213,5.276942
6.647838,0.000000,6.647838,5.330915
6.653463,0.000000,6.653463,5.925529
6.659088,0.000000,6.659088,5.341770
6.664713,0.000000,6.664713,4.860755
6.670338,0.000000,6.670338,5.513337
6.675964,0.000000,6.675964,5.556807
6.681589,0.000000,6.681589,4.937102
6.687214,0.000000,6.687214,4.527100
6.692839,0.000000,6.692839,4.901850
6.698464,0.000000,6.698464,4.931277
6.704089,0.000000,6.704089,5.214139
6.709714,0.000000,6.709714,5.643451
6.715339,0.000000,6.715339,5.460919
6.720964,0.000000,6.720964,5.393253
6.726590,0.000000,6.726590,5.094556
6.732215,0.000000,6.732215,4.707642
6.737840,0.000000,6.737840,4.890576
6.743465,0.000000,6.743465,5.477049
6.749090,0.000000,6.749090,4.951115
6.754715,0.000000,6.754715,5.366589
6.760340,0.000000,6.760340,5.642244
6.765965,0.000000,6.765965,5.216007
6.771590,0.000000,6.771590,5.214462
6.777216,0.000000,6.777216,5.760361
6.782841,0.000000,6.782841,6.327823
6.788466,0.000000,6.788466,5.176003
6.794091,0.000000,6.794091,5.336744
6.799716,0.000000,6.799716,6.306345
6.805341,0.000000,6.805341,6.125412
6.810966,0.000000,6.810966,5.829549
6.816591,0.000000,6.816591,6.230270
6.822216,0.000000,6.822216,5.599374
6.827841,0.000000,6.827841,5.143281
6.833467,0.000000,6.833467,4.489142
6.839092,0.000000,6.839092,4.833255
6.844717,0.000000,6.844717,5.793940
6.850342,0.000000,6.850342,5.462935
6.855967,0.000000,6.855967,5.291131
6.861592,0.000000,6.861592,5.588457
6.867217,0.000000,6.867217,5.881131
6.872842,0.000000,6.872842,5.379241
6.878467,0.000000,6.878467,5.706674
6.884093,0.000000,6.884093,6.394010
6.889718,0.000000,6.889718,5.837975
6.895343,0.000000,6.895343,5.469911
6.900968,0.000000,6.900968,5.206134
6.906593,0.000000,6.906593,5.309606
6.912218,0.000000,6.912218,5.157686
6.917843,0.000000,6.917843,4.768585
6.923468,0.000000,6.923468,4.923376
6.929093,0.000000,6.929093,5.701284
6.934719,0.000000,6.934719,5.616623
6.940344,0.000000,6.940344,5.378633
6.945969,0.000000,6.945969,5.304764
6.951594,0.000000,6.951594,4.909943
6.957219,0.000000,6.957219,4.903731
6.962844,0.000000,6.962844,4.821260
6.968469,0.000000,6.968469,4.130147
6.974094,0.000000,6.974094,4.263610
6.979719,0.000000,6.979719,4.367927
6.985345,0.000000,6.985345,4.899357
6.990970,0.000000,6.990970,5.212740
6.996595,0.000000,6.996595,5.545094
7.002220,0.000000,7.002220,5.876265
7.007845,0.000000,7.007845,5.797112
7.013470,0.000000,7.013470,5.940776
7.019095,0.000000,7.019095,5.015147
7.024720,0.000000,7.024720,4.253258
7.030345,0.000000,7.030345,4.042209
7.035970,0.000000,7.035970,4.807173
7.041596,0.000000,7.041596,5.057850
7.047221,0.000000,7.047221,4.830831
7.052846,0.000000,7.052846,4.684980
7.058471,0.000000,7.058471,4.305681
7.064096,0.000000,7.064096,4.423840
7.069721,0.000000,7.069721,4.385485
7.075346,0.000000,7.075346,4.233328
7.080971,0.000000,7.080971,4.924911
7.086596,0.000000,7.086596,5.251310
7.092222,0.000000,7.092222,5.973557
7.097847,0.000000,7.097847,6.947295
7.103472,0.000000,7.103472,6.849766
7.109097,0.000000,7.109097,7.267408
7.114722,0.000000,7.114722,5.143851
7.120347,0.000000,7.120347,4.957408
7.125972,0.000000,7.125972,5.702324
7.131597,0.000000,7.131597,5.241257
7.137222,0.000000,7.137222,5.298459
7.142848,0.000000,7.142848,5.104493
7.148473,0.000000,7.148473,5.514345
7.154098,0.000000,7.154098,5.598017
7.159723,0.000000,7.159723,4.484778
7.165348,0.000000,7.165348,4.175364
7.170973,0.000000,7.170973,4.630937
7.176598,0.000000,7.176598,5.134030
7.182223,0.000000,7.182223,4.331649
7.187848,0.000000,7.187848,5.500174
7.193473,0.000000,7.193473,6.030636
7.199099,0.000000,7.199099,4.052262
7.204724,0.000000,7.204724,3.956003
7.210349,0.000000,7.210349,5.603250
7.215974,0.000000,7.215974,5.509877
7.221599,0.000000,7.221599,4.788028
7.227224,0.000000,7.227224,5.622759
7.232849,0.000000,7.232849,5.763174
7.238474,0.000000,7.238474,5.146510
7.244099,0.000000,7.244099,4.548967
7.249725,0.000000,7.249725,5.338467
7.255350,0.000000,7.255350,6.957321
7.260975,0.000000,7.260975,4.437283
7.266600,0.000000,7.266600,4.741138
7.272225,0.000000,7.272225,5.796259
7.277850,0.000000,7.277850,6.546712
7.283475,0.000000,7.283475,4.358819
7.289100,0.000000,7.289100,2.769427
7.294725,0.000000,7.294725,4.585132
7.300351,0.000000,7.300351,2.735351
7.305976,0.000000,7.305976,3.632464
7.311601,0.000000,7.311601,6.461778
7.317226,0.000000,7.317226,6.438014
7.322851,0.000000,7.322851,5.412974
7.328476,0.000000,7.328476,4.263360
7.334101,0.000000,7.334101,5.615135
7.339726,0.000000,7.339726,4.285010
7.345351,0.000000,7.345351,3.089512
7.350977,0.000000,7.350977,2.858369
7.356602,0.000000,7.356602,4.535483
7.362227,0.000000,7.362227,2.730169
