q EQ,i EQ,q ME,i ME
3.964662,0.000000,3.964662,7.605557
3.970287,0.000000,3.970287,7.491978
3.975912,0.000000,3.975912,7.712319
3.981537,0.000000,3.981537,7.221708
3.987162,0.000000,3.987162,6.826475
3.992787,0.000000,3.992787,5.936904
3.998412,0.000000,3.998412,6.606868
4.004037,0.000000,4.004037,7.162612
4.009663,0.000000,4.009663,6.836166
4.015288,0.000000,4.015288,6.309004
4.020913,0.000000,4.020913,6.946110
4.026538,0.000000,4.026538,6.487462
4.032163,0.000000,4.032163,6.853992
4.037788,0.000000,4.037788,6.971473
4.043413,0.000000,4.043413,6.489331
4.049038,0.000000,4.049038,6.113694
4.054663,0.000000,4.054663,6.186900
4.060289,0.000000,4.060289,6.507314
4.065914,0.000000,4.065914,7.431811
4.071539,0.000000,4.071539,7.422529
4.077164,0.000000,4.077164,6.874828
4.082789,0.000000,4.082789,6.471178
4.088414,0.000000,4.088414,5.941896
4.094039,0.000000,4.094039,6.729673
4.099664,0.000000,4.099664,7.669734
4.105289,0.000000,4.105289,7.399441
4.110915,0.000000,4.110915,7.571181
4.116540,0.000000,4.116540,7.678216
4.122165,0.000000,4.122165,6.217213
4.127790,0.000000,4.127790,6.645567
4.133415,0.000000,4.133415,7.768906
4.139040,0.000000,4.139040,7.384482
4.144665,0.000000,4.144665,5.512286
4.150290,0.000000,4.150290,6.102620
4.155915,0.000000,4.155915,7.385513
4.161540,0.000000,4.161540,7.655330
4.167166,0.000000,4.167166,6.726727
4.172791,0.000000,4.172791,6.279332
4.178416,0.000000,4.178416,7.058909
4.184041,0.000000,4.184041,6.737531
4.189666,0.000000,4.189666,6.471002
4.195291,0.000000,4.195291,6.712870
4.200916,0.000000,4.200916,5.732310
4.206541,0.000000,4.206541,5.758980
4.212166,0.000000,4.212166,5.628201
4.217792,0.000000,4.217792,6.213761
4.223417,0.000000,4.223417,6.033832
4.229042,0.000000,4.229042,6.128002
4.234667,0.000000,4.234667,6.591871
4.240292,0.000000,4.240292,6.166423
4.245917,0.000000,4.245917,6.344923
4.251542,0.000000,4.251542,6.878943
4.257167,0.000000,4.257167,6.829384
4.262792,0.000000,4.262792,6.911638
4.268418,0.000000,4.268418,6.714072
4.274043,0.000000,4.274043,6.039806
4.279668,0.000000,4.279668,6.359526
4.285293,0.000000,4.285293,6.946671
4.290918,0.000000,4.290918,5.876031
4.296543,0.000000,4.296543,5.805465
4.302168,0.000000,4.302168,6.995286
4.307793,0.000000,4.307793,6.841050
4.313418,0.000000,4.313418,7.439294
4.319043,0.000000,4.319043,6.551407
4.324669,0.000000,4.324669,6.689737
4.330294,0.000000,4.330294,6.892120
4.335919,0.000000,4.335919,6.879982
4.341544,0.000000,4.341544,6.764006
4.347169,0.000000,4.347169,6.688507
4.352794,0.000000,4.352794,6.647112
4.358419,0.000000,4.358419,6.396678
4.364044,0.000000,4.364044,7.063061
4.369669,0.000000,4.369669,7.269632
4.375295,0.000000,4.375295,6.532301
4.380920,0.000000,4.380920,6.169343
4.386545,0.000000,4.386545,6.464211
4.392170,0.000000,4.392170,6.527660
4.397795,0.000000,4.397795,6.484636
4.403420,0.000000,4.403420,6.154644
4.409045,0.000000,4.409045,5.830052
4.414670,0.000000,4.414670,5.994331
4.420295,0.000000,4.420295,6.362964
4.425921,0.000000,4.425921,6.936415
4.431546,0.000000,4.431546,6.906251
4.437171,0.000000,4.437171,6.701747
4.442796,0.000000,4.442796,7.131033
4.448421,0.000000,4.448421,7.514240
4.454046,0.000000,4.454046,6.942027
4.459671,0.000000,4.459671,6.389968
4.465296,0.000000,4.465296,5.789087
4.470921,0.000000,4.470921,7.038694
4.476547,0.000000,4.476547,6.964199
4.482172,0.000000,4.482172,7.207535
4.487797,0.000000,4.487797,7.208956
4.493422,0.000000,4.493422,6.862373
4.499047,0.000000,4.499047,6.566207
4.504672,0.000000,4.504672,6.442838
4.510297,0.000000,4.510297,6.224645
4.515922,0.000000,4.515922,6.174224
4.521547,0.000000,4.521547,6.678728
4.527172,0.000000,4.527172,8.162303
4.532798,0.000000,4.532798,9.291444
4.538423,0.000000,4.538423,10.552162
4.544048,0.000000,4.544048,11.361537
4.549673,0.000000,4.549673,10.359547
4.555298,0.000000,4.555298,9.224969
4.560923,0.000000,4.560923,8.528517
4.566548,0.000000,4.566548,8.068799
4.572173,0.000000,4.572173,8.630445
4.577798,0.000000,4.577798,8.763643
4.583424,0.000000,4.583424,9.345978
4.589049,0.000000,4.589049,9.200578
4.594674,0.000000,4.594674,8.776697
4.600299,0.000000,4.600299,9.493757
4.605924,0.000000,4.605924,9.014408
4.611549,0.000000,4.611549,8.193319
4.617174,0.000000,4.617174,7.986043
4.622799,0.000000,4.622799,7.949569
4.628424,0.000000,4.628424,7.961445
4.634050,0.000000,4.634050,7.159428
4.639675,0.000000,4.639675,6.699818
4.645300,0.000000,4.645300,7.244102
4.650925,0.000000,4.650925,7.571918
4.656550,0.000000,4.656550,7.215357
4.662175,0.000000,4.662175,6.672306
4.667800,0.000000,4.667800,6.583013
4.673425,0.000000,4.673425,6.956482
4.679050,0.000000,4.679050,7.422042
4.684675,0.000000,4.684675,7.370650
4.690301,0.000000,4.690301,6.660452
4.695926,0.000000,4.695926,6.778765
4.701551,0.000000,4.701551,7.194808
4.707176,0.000000,4.707176,7.330119
4.712801,0.000000,4.712801,6.456419
4.718426,0.000000,4.718426,6.592760
4.724051,0.000000,4.724051,6.840263
4.729676,0.000000,4.729676,5.691222
4.735301,0.000000,4.735301,5.677900
4.740927,0.000000,4.740927,6.204814
4.746552,0.000000,4.746552,5.692326
4.752177,0.000000,4.752177,6.080395
4.757802,0.000000,4.757802,6.660405
4.763427,0.000000,4.763427,6.203430
4.769052,0.000000,4.769052,6.534543
4.774677,0.000000,4.774677,6.546322
4.780302,0.000000,4.780302,6.388487
4.785927,0.000000,4.785927,6.154815
4.791553,0.000000,4.791553,6.394043
4.797178,0.000000,4.797178,7.094551
4.802803,0.000000,4.802803,6.330297
4.808428,0.000000,4.808428,6.114336
4.814053,0.000000,4.814053,6.334493
4.819678,0.000000,4.819678,6.880887
4.825303,0.000000,4.825303,7.029273
4.830928,0.000000,4.830928,6.487401
4.836553,0.000000,4.836553,7.197805
4.842178,0.000000,4.842178,7.317006
4.847804,0.000000,4.847804,7.074986
4.853429,0.000000,4.853429,6.734730
4.859054,0.000000,4.859054,6.123856
4.864679,0.000000,4.864679,6.912939
4.870304,0.000000,4.870304,6.642907
4.875929,0.000000,4.875929,5.798031
4.881554,0.000000,4.881554,6.206158
4.887179,0.000000,4.887179,7.015152
4.892804,0.000000,4.892804,7.300519
4.898430,0.000000,4.898430,6.635834
4.904055,0.000000,4.904055,6.266521
4.909680,0.000000,4.909680,6.555387
4.915305,0.000000,4.915305,6.643614
4.920930,0.000000,4.920930,6.274002
4.926555,0.000000,4.926555,6.044424
4.932180,0.000000,4.932180,6.450470
4.937805,0.000000,4.937805,6.242407
4.943430,0.000000,4.943430,6.271155
4.949056,0.000000,4.949056,5.929133
4.954681,0.000000,4.954681,5.952795
4.960306,0.000000,4.960306,6.611466
4.965931,0.000000,4.965931,6.566869
4.971556,0.000000,4.971556,7.079425
4.977181,0.000000,4.977181,6.610798
4.982806,0.000000,4.982806,5.701821
4.988431,0.000000,4.988431,6.025054
4.994056,0.000000,4.994056,5.939067
4.999682,0.000000,4.999682,6.210058
5.005307,0.000000,5.005307,6.713586
5.010932,0.000000,5.010932,6.142662
5.016557,0.000000,5.016557,6.274716
5.022182,0.000000,5.022182,5.960153
5.027807,0.000000,5.027807,5.683420
5.033432,0.000000,5.033432,6.652145
5.039057,0.000000,5.039057,6.873182
5.044682,0.000000,5.044682,6.928344
5.050307,0.000000,5.050307,6.959875
5.055933,0.000000,5.055933,7.296079
5.061558,0.000000,5.061558,6.581385
5.067183,0.000000,5.067183,5.855509
5.072808,0.000000,5.072808,6.899383
5.078433,0.000000,5.078433,6.224815
5.084058,0.000000,5.084058,6.086909
5.089683,0.000000,5.089683,7.065153
5.095308,0.000000,5.095308,6.381454
5.100933,0.000000,5.100933,5.894787
5.106559,0.000000,5.106559,6.154901
5.112184,0.000000,5.112184,6.707181
5.117809,0.000000,5.117809,6.768128
5.123434,0.000000,5.123434,5.901229
5.129059,0.000000,5.129059,5.115097
5.134684,0.000000,5.134684,5.148071
5.140309,0.000000,5.140309,4.962265
5.145934,0.000000,5.145934,5.227205
5.151559,0.000000,5.151559,6.419206
5.157185,0.000000,5.157185,6.196003
5.162810,0.000000,5.162810,5.681111
5.168435,0.000000,5.168435,6.005861
5.174060,0.000000,5.174060,6.166664
5.179685,0.000000,5.179685,5.522738
5.185310,0.000000,5.185310,5.085494
5.190935,0.000000,5.190935,6.257336
5.196560,0.000000,5.196560,6.158310
5.202185,0.000000,5.202185,5.712776
5.207810,0.000000,5.207810,5.567551
5.213436,0.000000,5.213436,5.702996
5.219061,0.000000,5.219061,6.390779
5.224686,0.000000,5.224686,6.373426
5.230311,0.000000,5.230311,6.603636
5.235936,0.000000,5.235936,5.552238
5.241561,0.000000,5.241561,5.708026
5.247186,0.000000,5.247186,6.300657
5.252811,0.000000,5.252811,6.468055
5.258436,0.000000,5.258436,6.179884
5.264062,0.000000,5.264062,5.154336
5.269687,0.000000,5.269687,6.060213
5.275312,0.000000,5.275312,6.701125
5.280937,0.000000,5.280937,6.756470
5.286562,0.000000,5.286562,7.047787
5.292187,0.000000,5.292187,6.841477
5.297812,0.000000,5.297812,6.270990
5.303437,0.000000,5.303437,7.122056
5.309062,0.000000,5.309062,7.752224
5.314688,0.000000,5.314688,6.848363
5.320313,0.000000,5.320313,6.344580
5.325938,0.000000,5.325938,6.371335
5.331563,0.000000,5.331563,6.006434
5.337188,0.000000,5.337188,6.113044
5.342813,0.000000,5.342813,6.430673
5.348438,0.000000,5.348438,6.377272
5.354063,0.000000,5.354063,6.860040
5.359688,0.000000,5.359688,6.980336
5.365314,0.000000,5.365314,6.278498
5.370939,0.000000,5.370939,5.646238
5.376564,0.000000,5.376564,5.522725
5.382189,0.000000,5.382189,5.715781
5.387814,0.000000,5.387814,6.199138
5.393439,0.000000,5.393439,6.215387
5.399064,0.000000,5.399064,5.665041
5.404689,0.000000,5.404689,5.885418
5.410314,0.000000,5.410314,6.410197
5.415939,0.000000,5.415939,6.006207
5.421565,0.000000,5.421565,4.955400
5.427190,0.000000,5.427190,4.441375
5.432815,0.000000,5.432815,5.170495
5.438440,0.000000,5.438440,5.527151
5.444065,0.000000,5.444065,5.264965
5.449690,0.000000,5.449690,5.344205
5.455315,0.000000,5.455315,5.290950
5.460940,0.000000,5.460940,6.226760
5.466565,0.000000,5.466565,6.761881
5.472191,0.000000,5.472191,5.790725
5.477816,0.000000,5.477816,6.228945
5.483441,0.000000,5.483441,6.265036
5.489066,0.000000,5.489066,5.996812
5.494691,0.000000,5.494691,6.297720
5.500316,0.000000,5.500316,5.895279
5.505941,0.000000,5.505941,5.218403
5.511566,0.000000,5.511566,5.579924
5.517191,0.000000,5.517191,6.148533
5.522817,0.000000,5.522817,6.734797
5.528442,0.000000,5.528442,6.446146
5.534067,0.000000,5.534067,6.194216
5.539692,0.000000,5.539692,5.540849
5.545317,0.000000,5.545317,5.771527
5.550942,0.000000,5.550942,5.429018
5.556567,0.000000,5.556567,6.247978
5.562192,0.000000,5.562192,6.850759
5.567817,0.000000,5.567817,6.412447
5.573442,0.000000,5.573442,6.393041
5.579068,0.000000,5.579068,6.487660
5.584693,0.000000,5.584693,6.521321
5.590318,0.000000,5.590318,6.267966
5.595943,0.000000,5.595943,6.608631
5.601568,0.000000,5.601568,6.301433
5.607193,0.000000,5.607193,5.464176
5.612818,0.000000,5.612818,5.509898
5.618443,0.000000,5.618443,6.002245
5.624068,0.000000,5.624068,5.624828
5.629694,0.000000,5.629694,5.176307
5.635319,0.000000,5.635319,5.952939
5.640944,0.000000,5.640944,6.572687
5.646569,0.000000,5.646569,6.329354
5.652194,0.000000,5.652194,5.619340
5.657819,0.000000,5.657819,4.985998
5.663444,0.000000,5.663444,4.539478
5.669069,0.000000,5.669069,5.554760
5.674694,0.000000,5.674694,6.259367
5.680320,0.000000,5.680320,6.555465
5.685945,0.000000,5.685945,6.461580
5.691570,0.000000,5.691570,5.749762
5.697195,0.000000,5.697195,5.602320
5.702820,0.000000,5.702820,6.197981
5.708445,0.000000,5.708445,5.798057
5.714070,0.000000,5.714070,6.040711
5.719695,0.000000,5.719695,6.396056
5.725320,0.000000,5.725320,5.748780
5.730946,0.000000,5.730946,5.762840
5.736571,0.000000,5.736571,5.755661
5.742196,0.000000,5.742196,5.537663
5.747821,0.000000,5.747821,6.081872
5.753446,0.000000,5.753446,5.858120
5.759071,0.000000,5.759071,6.054219
5.764696,0.000000,5.764696,5.872372
5.770321,0.000000,5.770321,6.284746
5.775946,0.000000,5.775946,6.264086
5.781571,0.000000,5.781571,5.380022
5.787197,0.000000,5.787197,5.183034
5.792822,0.000000,5.792822,5.504625
5.798447,0.000000,5.798447,5.634719
5.804072,0.000000,5.804072,6.332378
5.809697,0.000000,5.809697,6.508758
5.815322,0.000000,5.815322,5.967520
5.820947,0.000000,5.820947,5.361034
5.826572,0.000000,5.826572,5.538411
5.832197,0.000000,5.832197,5.560474
5.837823,0.000000,5.837823,5.316006
5.843448,0.000000,5.843448,5.243540
5.849073,0.000000,5.849073,5.440840
5.854698,0.000000,5.854698,5.351444
5.860323,0.000000,5.860323,5.899036
5.865948,0.000000,5.865948,6.088806
5.871573,0.000000,5.871573,5.230459
5.877198,0.000000,5.877198,5.509281
5.882823,0.000000,5.882823,6.019997
5.888449,0.000000,5.888449,6.044499
5.894074,0.000000,5.894074,6.363564
5.899699,0.000000,5.899699,5.864016
5.905324,0.000000,5.905324,6.059036
5.910949,0.000000,5.910949,6.639361
5.916574,0.000000,5.916574,6.493863
5.922199,0.000000,5.922199,6.327694
5.927824,0.000000,5.927824,6.342246
5.933449,0.000000,5.933449,5.542671
5.939074,0.000000,5.939074,5.640601
5.944700,0.000000,5.944700,5.598382
5.950325,0.000000,5.950325,5.778143
5.955950,0.000000,5.955950,6.289927
5.961575,0.000000,5.961575,5.562414
5.967200,0.000000,5.967200,5.249925
5.972825,0.000000,5.972825,6.398956
5.978450,0.000000,5.978450,5.689494
5.984075,0.000000,5.984075,4.924221
5.989700,0.000000,5.989700,6.044058
5.995326,0.000000,5.995326,6.645606
6.000951,0.000000,6.000951,6.168788
6.006576,0.000000,6.006576,6.449886
6.012201,0.000000,6.012201,7.829690
6.017826,0.000000,6.017826,8.646195
6.023451,0.000000,6.023451,10.857189
6.029076,0.000000,6.029076,14.033216
6.034701,0.000000,6.034701,15.428370
6.040326,0.000000,6.040326,14.969247
6.045952,0.000000,6.045952,13.527295
6.051577,0.000000,6.051577,11.876225
6.057202,0.000000,6.057202,10.522527
6.062827,0.000000,6.062827,9.437231
6.068452,0.000000,6.068452,8.936866
6.074077,0.000000,6.074077,8.566813
6.079702,0.000000,6.079702,7.860299
6.085327,0.000000,6.085327,8.073946
6.090952,0.000000,6.090952,7.961156
6.096578,0.000000,6.096578,7.985569
6.102203,0.000000,6.102203,7.880190
6.107828,0.000000,6.107828,7.392720
6.113453,0.000000,6.113453,7.041846
6.119078,0.000000,6.119078,7.040143
6.124703,0.000000,6.124703,6.835889
6.130328,0.000000,6.130328,6.934471
6.135953,0.000000,6.135953,6.748008
6.141578,0.000000,6.141578,6.506446
6.147203,0.000000,6.147203,6.481091
6.152829,0.000000,6.152829,6.893410
6.158454,0.000000,6.158454,7.195922
6.164079,0.000000,6.164079,6.920463
6.169704,0.000000,6.169704,6.097307
6.175329,0.000000,6.175329,6.320755
6.180954,0.000000,6.180954,6.189837
6.186579,0.000000,6.186579,6.608151
6.192204,0.000000,6.192204,6.733913
6.197829,0.000000,6.197829,6.554626
6.203455,0.000000,6.203455,6.202374
6.209080,0.000000,6.209080,5.733658
6.214705,0.000000,6.214705,6.033415
6.220330,0.000000,6.220330,6.575515
6.225955,0.000000,6.225955,5.969880
6.231580,0.000000,6.231580,5.595560
6.237205,0.000000,6.237205,6.142518
6.242830,0.000000,6.242830,6.350519
6.248455,0.000000,6.248455,5.995648
6.254081,0.000000,6.254081,6.078316
6.259706,0.000000,6.259706,5.728121
6.265331,0.000000,6.265331,5.813133
6.270956,0.000000,6.270956,6.131866
6.276581,0.000000,6.276581,6.289037
6.282206,0.000000,6.282206,5.741159
6.287831,0.000000,6.287831,5.849735
6.293456,0.000000,6.293456,5.564264
6.299081,0.000000,6.299081,4.804259
6.304706,0.000000,6.304706,5.665591
6.310332,0.000000,6.310332,6.135391
6.315957,0.000000,6.315957,5.816038
6.321582,0.000000,6.321582,5.442231
6.327207,0.000000,6.327207,5.514239
6.332832,0.000000,6.332832,6.169894
6.338457,0.000000,6.338457,5.797310
6.344082,0.000000,6.344082,5.508758
6.349707,0.000000,6.349707,6.176853
6.355332,0.000000,6.355332,6.027081
6.360958,0.000000,6.360958,5.711855
6.366583,0.000000,6.366583,5.555545
6.372208,0.000000,6.372208,5.732059
6.377833,0.000000,6.377833,6.569475
6.383458,0.000000,6.383458,6.420816
6.389083,0.000000,6.389083,6.181833
6.394708,0.000000,6.394708,5.513301
6.400333,0.000000,6.400333,4.764275
6.405958,0.000000,6.405958,5.576160
6.411584,0.000000,6.411584,6.084503
6.417209,0.000000,6.417209,5.603360
6.422834,0.000000,6.422834,5.370906
6.428459,0.000000,6.428459,5.720212
6.434084,0.000000,6.434084,6.273722
6.439709,0.000000,6.439709,5.732195
6.445334,0.000000,6.445334,6.129889
6.450959,0.000000,6.450959,5.914678
6.456584,0.000000,6.456584,6.141023
6.462209,0.000000,6.462209,6.316056
6.467835,0.000000,6.467835,5.913300
6.473460,0.000000,6.473460,5.968186
6.479085,0.000000,6.479085,6.177132
6.484710,0.000000,6.484710,5.503939
6.490335,0.000000,6.490335,5.309708
6.495960,0.000000,6.495960,5.302151
6.501585,0.000000,6.501585,5.139480
6.507210,0.000000,6.507210,5.611413
6.512835,0.000000,6.512835,5.564944
6.518461,0.000000,6.518461,5.611695
6.524086,0.000000,6.524086,5.166359
6.529711,0.000000,6.529711,5.225748
6.535336,0.000000,6.535336,5.575665
6.540961,0.000000,6.540961,5.162160
6.546586,0.000000,6.546586,5.006881
6.552211,0.000000,6.552211,5.364484
6.557836,0.000000,6.557836,5.629535
6.563461,0.000000,6.563461,6.218853
6.569087,0.000000,6.569087,5.693178
6.574712,0.000000,6.574712,5.620773
6.580337,0.000000,6.580337,5.633253
6.585962,0.000000,6.585962,5.022796
6.591587,0.000000,6.591587,5.369543
6.597212,0.000000,6.597212,6.183908
6.602837,0.000000,6.602837,5.857784
6.608462,0.000000,6.608462,5.364751
6.614087,0.000000,6.614087,5.150062
6.619713,0.000000,6.619713,5.210823
6.625338,0.000000,6.625338,5.037180
6.630963,0.000000,6.630963,4.521202
6.636588,0.000000,6.636588,5.174826
6.642213,0.000000,6.642213,5.303415
6.647838,0.000000,6.647838,5.648265
6.653463,0.000000,6.653463,6.112411
6.659088,0.000000,6.659088,6.176710
6.664713,0.000000,6.664713,6.211623
6.670338,0.000000,6.670338,5.292705
6.675964,0.000000,6.675964,4.733302
6.681589,0.000000,6.681589,4.699059
6.687214,0.000000,6.687214,4.437898
6.692839,0.000000,6.692839,5.013318
6.698464,0.000000,6.698464,5.028835
6.704089,0.000000,6.704089,5.079927
6.709714,0.000000,6.709714,5.316967
6.715339,0.000000,6.715339,4.979247
6.720964,0.000000,6.720964,5.372357
6.726590,0.000000,6.726590,5.708266
6.732215,0.000000,6.732215,5.676692
6.737840,0.000000,6.737840,6.023486
6.743465,0.000000,6.743465,5.884645
6.749090,0.000000,6.749090,5.496525
6.754715,0.000000,6.754715,5.847494
6.760340,0.000000,6.760340,5.412376
6.765965,0.000000,6.765965,5.283937
6.771590,0.000000,6.771590,5.372098
6.777216,0.000000,6.777216,5.949959
6.782841,0.000000,6.782841,5.623801
6.788466,0.000000,6.788466,5.445893
6.794091,0.000000,6.794091,6.373669
6.799716,0.000000,6.799716,7.487690
6.805341,0.000000,6.805341,7.398743
6.810966,0.000000,6.810966,6.166447
6.816591,0.000000,6.816591,5.638357
6.822216,0.000000,6.822216,5.664027
6.827841,0.000000,6.827841,5.579871
6.833467,0.000000,6.833467,5.749113
6.839092,0.000000,6.839092,5.272336
6.844717,0.000000,6.844717,4.286219
6.850342,0.000000,6.850342,5.196177
6.855967,0.000000,6.855967,5.408642
6.861592,0.000000,6.861592,5.078273
6.867217,0.000000,6.867217,5.225072
6.872842,0.000000,6.872842,5.916944
6.878467,0.000000,6.878467,6.613738
6.884093,0.000000,6.884093,6.742007
6.889718,0.000000,6.889718,5.505735
6.895343,0.000000,6.895343,4.764762
6.900968,0.000000,6.900968,5.292899
6.906593,0.000000,6.906593,5.646871
6.912218,0.000000,6.912218,5.489669
6.917843,0.000000,6.917843,5.284995
6.923468,0.000000,6.923468,5.386611
6.929093,0.000000,6.929093,5.520919
6.934719,0.000000,6.934719,5.415180
6.940344,0.000000,6.940344,5.635502
6.945969,0.000000,6.945969,5.221402
6.951594,0.000000,6.951594,4.399551
6.957219,0.000000,6.957219,4.978117
6.962844,0.000000,6.962844,4.535513
6.968469,0.000000,6.968469,4.617606
6.974094,0.000000,6.974094,5.395003
6.979719,0.000000,6.979719,5.122737
6.985345,0.000000,6.985345,5.742394
6.990970,0.000000,6.990970,5.921714
6.996595,0.000000,6.996595,5.348413
7.002220,0.000000,7.002220,5.514060
7.007845,0.000000,7.007845,5.867590
7.013470,0.000000,7.013470,5.215218
7.019095,0.000000,7.019095,4.851004
7.024720,0.000000,7.024720,5.274439
7.030345,0.000000,7.030345,5.502377
7.035970,0.000000,7.035970,5.728164
7.041596,0.000000,7.041596,4.535246
7.047221,0.000000,7.047221,4.645902
7.052846,0.000000,7.052846,4.591923
7.058471,0.000000,7.058471,4.668670
7.064096,0.000000,7.064096,5.029068
7.069721,0.000000,7.069721,5.382115
7.075346,0.000000,7.075346,5.817906
7.080971,0.000000,7.080971,6.180441
7.086596,0.000000,7.086596,5.957281
7.092222,0.000000,7.092222,4.866234
7.097847,0.000000,7.097847,4.969523
7.103472,0.000000,7.103472,5.472450
7.109097,0.000000,7.109097,5.990199
7.114722,0.000000,7.114722,5.045010
7.120347,0.000000,7.120347,4.086610
7.125972,0.000000,7.125972,4.742965
7.131597,0.000000,7.131597,5.022108
7.137222,0.000000,7.137222,5.161773
7.142848,0.000000,7.142848,5.544583
7.148473,0.000000,7.148473,5.745985
7.154098,0.000000,7.154098,5.644450
7.159723,0.000000,7.159723,4.720420
7.165348,0.000000,7.165348,5.358074
7.170973,0.000000,7.170973,6.850230
7.176598,0.000000,7.176598,6.638498
7.182223,0.000000,7.182223,6.027867
7.187848,0.000000,7.187848,6.133808
7.193473,0.000000,7.193473,6.044088
7.199099,0.000000,7.199099,3.539328
7.204724,0.000000,7.204724,3.757551
7.210349,0.000000,7.210349,4.862862
7.215974,0.000000,7.215974,4.317349
7.221599,0.000000,7.221599,4.277741
7.227224,0.000000,7.227224,5.734154
7.232849,0.000000,7.232849,5.895719
7.238474,0.000000,7.238474,6.187917
7.244099,0.000000,7.244099,4.445063
7.249725,0.000000,7.249725,3.434710
7.255350,0.000000,7.255350,5.398056
7.260975,0.000000,7.260975,4.724107
7.266600,0.000000,7.266600,3.399129
7.272225,0.000000,7.272225,6.132679
7.277850,0.000000,7.277850,6.765687
7.283475,0.000000,7.283475,6.729650
7.289100,0.000000,7.289100,6.075528
7.294725,0.000000,7.294725,6.060896
7.300351,0.000000,7.300351,4.596861
7.305976,0.000000,7.305976,4.275907
7.311601,0.000000,7.311601,3.013700
7.317226,0.000000,7.317226,1.894559
7.322851,0.000000,7.322851,4.347606
7.328476,0.000000,7.328476,5.430358
7.334101,0.000000,7.334101,4.724945
7.339726,0.000000,7.339726,4.175866
7.345351,0.000000,7.345351,5.616585
7.350977,0.000000,7.350977,5.589407
7.356602,0.000000,7.356602,5.802788
7.362227,0.000000,7.362227,3.619801
