q EQ,i EQ,q ME,i ME
1.540240,17.609917,1.540240,11.533557
1.545865,18.918337,1.545865,12.329588
1.551491,17.340916,1.551491,12.140630
1.557116,19.082102,1.557116,11.944093
1.562741,20.354233,1.562741,10.778398
1.568366,20.355198,1.568366,9.297345
1.573991,20.816189,1.573991,10.302310
1.579616,17.614408,1.579616,9.166707
1.585241,17.413193,1.585241,8.647779
1.590866,19.470724,1.590866,10.146296
1.596491,21.284588,1.596491,10.993144
1.602117,19.509888,1.602117,10.462925
1.607742,17.184351,1.607742,9.433839
1.613367,20.008373,1.613367,8.272364
1.618992,20.632246,1.618992,7.508872
1.624617,18.279167,1.624617,7.480632
1.630242,19.222935,1.630242,7.151747
1.635867,19.760410,1.635867,6.553036
1.641492,17.427277,1.641492,6.338552
1.647117,17.518951,1.647117,8.165305
1.652742,17.776304,1.652742,8.587973
1.658368,18.411243,1.658368,8.307436
1.663993,16.608114,1.663993,8.938628
1.669618,14.993773,1.669618,10.239182
1.675243,12.989802,1.675243,9.608390
1.680868,14.151196,1.680868,8.248017
1.686493,13.823710,1.686493,8.185741
1.692118,15.148581,1.692118,8.401511
1.697743,15.502359,1.697743,8.704670
1.703368,12.514645,1.703368,9.434182
1.708994,13.327413,1.708994,9.331290
1.714619,8.577968,1.714619,9.330684
1.720244,9.561542,1.720244,8.975748
1.725869,11.330001,1.725869,8.438794
1.731494,9.300949,1.731494,8.720723
1.737119,0.000000,1.737119,10.257750
1.742744,0.000000,1.742744,8.583162
1.748369,0.000000,1.748369,6.926848
1.753994,0.000000,1.753994,6.913193
1.759620,0.000000,1.759620,7.191044
1.765245,0.000000,1.765245,8.313062
1.770870,0.000000,1.770870,9.434063
1.776495,0.000000,1.776495,7.957697
1.782120,0.000000,1.782120,8.171127
1.787745,0.000000,1.787745,7.056450
1.793370,0.000000,1.793370,8.519007
1.798995,0.000000,1.798995,8.377169
1.804620,0.000000,1.804620,7.226290
1.810245,0.000000,1.810245,9.505454
1.815871,0.000000,1.815871,9.790977
1.821496,0.000000,1.821496,8.206816
1.827121,0.000000,1.827121,6.473269
1.832746,0.000000,1.832746,7.533679
1.838371,0.000000,1.838371,8.369125
1.843996,0.000000,1.843996,8.799314
1.849621,0.000000,1.849621,7.940131
1.855246,0.000000,1.855246,7.399008
1.860871,0.000000,1.860871,6.544540
1.866497,0.000000,1.866497,5.270721
1.872122,0.000000,1.872122,6.925292
1.877747,0.000000,1.877747,8.586984
1.883372,0.000000,1.883372,8.722400
1.888997,0.000000,1.888997,7.232010
1.894622,0.000000,1.894622,7.483343
1.900247,0.000000,1.900247,7.837898
1.905872,0.000000,1.905872,7.048820
1.911497,0.000000,1.911497,7.509458
1.917123,0.000000,1.917123,6.582589
1.922748,0.000000,1.922748,5.020427
1.928373,0.000000,1.928373,6.183978
1.933998,0.000000,1.933998,6.322645
1.939623,0.000000,1.939623,6.484611
1.945248,0.000000,1.945248,7.845800
1.950873,0.000000,1.950873,8.302519
1.956498,0.000000,1.956498,6.699489
1.962123,0.000000,1.962123,6.003521
1.967748,0.000000,1.967748,6.322155
1.973374,0.000000,1.973374,7.392151
1.978999,0.000000,1.978999,5.813156
1.984624,0.000000,1.984624,4.726835
1.990249,0.000000,1.990249,6.418778
1.995874,0.000000,1.995874,7.626967
2.001499,0.000000,2.001499,7.783822
2.007124,0.000000,2.007124,7.765197
2.012749,0.000000,2.012749,8.979918
2.018374,0.000000,2.018374,8.235372
2.024000,0.000000,2.024000,6.588744
2.029625,0.000000,2.029625,7.096802
2.035250,0.000000,2.035250,8.250314
2.040875,0.000000,2.040875,7.810305
2.046500,0.000000,2.046500,7.011562
2.052125,0.000000,2.052125,7.641189
2.057750,0.000000,2.057750,8.827042
2.063375,0.000000,2.063375,8.840161
2.069000,0.000000,2.069000,7.606396
2.074626,0.000000,2.074626,7.923483
2.080251,0.000000,2.080251,8.946959
2.085876,0.000000,2.085876,8.731517
2.091501,0.000000,2.091501,8.289335
2.097126,0.000000,2.097126,6.983961
2.102751,0.000000,2.102751,8.355606
2.108376,0.000000,2.108376,8.457798
2.114001,0.000000,2.114001,7.827373
2.119626,0.000000,2.119626,7.634874
2.125252,0.000000,2.125252,7.680930
2.130877,0.000000,2.130877,8.398099
2.136502,0.000000,2.136502,7.969378
2.142127,0.000000,2.142127,8.255338
2.147752,0.000000,2.147752,8.882112
2.153377,0.000000,2.153377,8.468504
2.159002,0.000000,2.159002,7.596806
2.164627,0.000000,2.164627,8.279787
2.170252,0.000000,2.170252,7.307365
2.175877,0.000000,2.175877,7.024807
2.181503,0.000000,2.181503,8.611389
2.187128,0.000000,2.187128,8.508520
2.192753,0.000000,2.192753,8.487765
2.198378,0.000000,2.198378,8.287023
2.204003,0.000000,2.204003,7.231787
2.209628,0.000000,2.209628,7.968565
2.215253,0.000000,2.215253,8.388988
2.220878,0.000000,2.220878,8.021035
2.226503,0.000000,2.226503,8.159613
2.232129,0.000000,2.232129,7.780623
2.237754,0.000000,2.237754,8.725242
2.243379,0.000000,2.243379,8.540719
2.249004,0.000000,2.249004,8.518378
2.254629,0.000000,2.254629,8.359784
2.260254,0.000000,2.260254,8.255439
2.265879,0.000000,2.265879,7.718807
2.271504,0.000000,2.271504,8.276361
2.277129,0.000000,2.277129,9.049390
2.282755,0.000000,2.282755,8.508566
2.288380,0.000000,2.288380,7.864480
2.294005,0.000000,2.294005,8.574920
2.299630,0.000000,2.299630,8.881701
2.305255,0.000000,2.305255,7.984404
2.310880,0.000000,2.310880,8.504374
2.316505,0.000000,2.316505,8.656562
2.322130,0.000000,2.322130,7.827877
2.327755,0.000000,2.327755,7.537598
2.333380,0.000000,2.333380,8.033557
2.339006,0.000000,2.339006,7.267758
2.344631,0.000000,2.344631,8.410817
2.350256,0.000000,2.350256,7.979035
2.355881,0.000000,2.355881,7.502522
2.361506,0.000000,2.361506,7.587600
2.367131,0.000000,2.367131,7.581399
2.372756,0.000000,2.372756,8.877097
2.378381,0.000000,2.378381,8.822668
2.384006,0.000000,2.384006,8.499244
2.389632,0.000000,2.389632,8.292844
2.395257,0.000000,2.395257,7.514157
2.400882,0.000000,2.400882,7.665583
2.406507,0.000000,2.406507,8.156888
2.412132,0.000000,2.412132,7.314115
2.417757,0.000000,2.417757,7.026127
2.423382,0.000000,2.423382,6.752491
2.429007,0.000000,2.429007,7.545197
2.434632,0.000000,2.434632,7.669044
2.440258,0.000000,2.440258,6.288512
2.445883,0.000000,2.445883,6.940400
2.451508,0.000000,2.451508,7.306459
2.457133,0.000000,2.457133,8.531754
2.462758,0.000000,2.462758,8.109473
2.468383,0.000000,2.468383,7.167391
2.474008,0.000000,2.474008,8.040868
2.479633,0.000000,2.479633,7.553906
2.485258,0.000000,2.485258,7.578519
2.490884,0.000000,2.490884,8.384334
2.496509,0.000000,2.496509,8.873373
2.502134,0.000000,2.502134,8.112154
2.507759,0.000000,2.507759,8.278555
2.513384,0.000000,2.513384,8.127308
2.519009,0.000000,2.519009,7.234579
2.524634,0.000000,2.524634,7.374593
2.530259,0.000000,2.530259,7.797348
2.535884,0.000000,2.535884,8.334558
2.541509,0.000000,2.541509,8.659945
2.547135,0.000000,2.547135,7.825538
2.552760,0.000000,2.552760,7.267280
2.558385,0.000000,2.558385,8.126502
2.564010,0.000000,2.564010,8.066859
2.569635,0.000000,2.569635,7.242900
2.575260,0.000000,2.575260,8.250409
2.580885,0.000000,2.580885,7.836252
2.586510,0.000000,2.586510,7.937889
2.592135,0.000000,2.592135,7.811632
2.597761,0.000000,2.597761,8.089434
2.603386,0.000000,2.603386,8.010685
2.609011,0.000000,2.609011,8.235557
2.614636,0.000000,2.614636,8.235538
2.620261,0.000000,2.620261,7.112383
2.625886,0.000000,2.625886,7.411294
2.631511,0.000000,2.631511,7.585342
2.637136,0.000000,2.637136,8.280294
2.642761,0.000000,2.642761,8.141159
2.648387,0.000000,2.648387,7.053255
2.654012,0.000000,2.654012,8.044822
2.659637,0.000000,2.659637,7.883422
2.665262,0.000000,2.665262,6.980109
2.670887,0.000000,2.670887,7.379713
2.676512,0.000000,2.676512,6.874493
2.682137,0.000000,2.682137,7.752632
2.687762,0.000000,2.687762,8.044996
2.693387,0.000000,2.693387,6.725086
2.699012,0.000000,2.699012,7.446404
2.704638,0.000000,2.704638,6.953922
2.710263,0.000000,2.710263,8.206065
2.715888,0.000000,2.715888,7.920346
2.721513,0.000000,2.721513,6.205513
2.727138,0.000000,2.727138,6.822700
2.732763,0.000000,2.732763,6.968588
2.738388,0.000000,2.738388,7.464885
2.744013,0.000000,2.744013,8.946751
2.749638,0.000000,2.749638,8.204014
2.755264,0.000000,2.755264,7.080482
2.760889,0.000000,2.760889,7.459307
2.766514,0.000000,2.766514,6.894783
2.772139,0.000000,2.772139,7.025710
2.777764,0.000000,2.777764,7.647021
2.783389,0.000000,2.783389,7.995619
2.789014,0.000000,2.789014,8.658864
2.794639,0.000000,2.794639,7.971346
2.800264,0.000000,2.800264,7.907246
2.805890,0.000000,2.805890,7.269584
2.811515,0.000000,2.811515,7.492192
2.817140,0.000000,2.817140,8.309732
2.822765,0.000000,2.822765,7.095027
2.828390,0.000000,2.828390,7.903450
2.834015,0.000000,2.834015,7.998545
2.839640,0.000000,2.839640,8.862501
2.845265,0.000000,2.845265,7.807961
2.850890,0.000000,2.850890,7.532868
2.856516,0.000000,2.856516,8.101639
2.862141,0.000000,2.862141,8.202168
2.867766,0.000000,2.867766,8.209157
2.873391,0.000000,2.873391,7.788228
2.879016,0.000000,2.879016,8.098769
2.884641,0.000000,2.884641,6.974661
2.890266,0.000000,2.890266,6.738798
2.895891,0.000000,2.895891,6.414027
2.901516,0.000000,2.901516,5.608068
2.907141,0.000000,2.907141,6.125261
2.912767,0.000000,2.912767,6.639061
2.918392,0.000000,2.918392,6.762627
2.924017,0.000000,2.924017,6.705122
2.929642,0.000000,2.929642,6.325889
2.935267,0.000000,2.935267,7.122066
2.940892,0.000000,2.940892,7.384034
2.946517,0.000000,2.946517,6.478945
2.952142,0.000000,2.952142,6.525262
2.957767,0.000000,2.957767,7.157929
2.963393,0.000000,2.963393,7.563931
2.969018,0.000000,2.969018,7.630865
2.974643,0.000000,2.974643,8.283694
2.980268,0.000000,2.980268,8.132285
2.985893,0.000000,2.985893,8.476246
2.991518,0.000000,2.991518,8.260157
2.997143,0.000000,2.997143,7.280972
3.002768,0.000000,3.002768,7.683134
3.008393,0.000000,3.008393,8.829908
3.014019,0.000000,3.014019,8.128925
3.019644,0.000000,3.019644,7.373845
3.025269,0.000000,3.025269,8.308898
3.030894,0.000000,3.030894,7.806632
3.036519,0.000000,3.036519,8.031588
3.042144,0.000000,3.042144,7.726695
3.047769,0.000000,3.047769,7.976867
3.053394,0.000000,3.053394,8.389571
3.059019,0.000000,3.059019,8.748850
3.064644,0.000000,3.064644,8.869057
3.070270,0.000000,3.070270,9.661509
3.075895,0.000000,3.075895,10.123415
3.081520,0.000000,3.081520,9.915114
3.087145,0.000000,3.087145,10.558996
3.092770,0.000000,3.092770,10.611751
3.098395,0.000000,3.098395,9.666306
3.104020,0.000000,3.104020,9.734146
3.109645,0.000000,3.109645,9.949286
3.115270,0.000000,3.115270,9.526940
3.120896,0.000000,3.120896,8.936505
3.126521,0.000000,3.126521,7.833953
3.132146,0.000000,3.132146,7.728390
3.137771,0.000000,3.137771,7.964602
3.143396,0.000000,3.143396,7.190264
3.149021,0.000000,3.149021,7.375108
3.154646,0.000000,3.154646,8.242178
3.160271,0.000000,3.160271,7.416414
3.165896,0.000000,3.165896,7.256101
3.171522,0.000000,3.171522,7.445074
3.177147,0.000000,3.177147,7.120597
3.182772,0.000000,3.182772,7.125300
3.188397,0.000000,3.188397,7.064664
3.194022,0.000000,3.194022,6.405311
3.199647,0.000000,3.199647,6.332025
3.205272,0.000000,3.205272,7.264188
3.210897,0.000000,3.210897,7.385224
3.216522,0.000000,3.216522,7.506796
3.222148,0.000000,3.222148,7.615015
3.227773,0.000000,3.227773,8.189319
3.233398,0.000000,3.233398,7.648826
3.239023,0.000000,3.239023,6.766680
3.244648,0.000000,3.244648,7.763109
3.250273,0.000000,3.250273,8.004489
3.255898,0.000000,3.255898,7.830710
3.261523,0.000000,3.261523,7.605968
3.267148,0.000000,3.267148,7.712733
3.272773,0.000000,3.272773,7.208648
3.278399,0.000000,3.278399,7.590281
3.284024,0.000000,3.284024,7.348204
3.289649,0.000000,3.289649,7.496926
3.295274,0.000000,3.295274,7.864609
3.300899,0.000000,3.300899,7.858362
3.306524,0.000000,3.306524,7.741779
3.312149,0.000000,3.312149,8.330123
3.317774,0.000000,3.317774,7.845517
3.323399,0.000000,3.323399,7.329623
3.329025,0.000000,3.329025,6.856654
3.334650,0.000000,3.334650,7.618082
3.340275,0.000000,3.340275,8.068779
3.345900,0.000000,3.345900,7.780953
3.351525,0.000000,3.351525,6.789855
3.357150,0.000000,3.357150,7.268383
3.362775,0.000000,3.362775,7.495852
3.368400,0.000000,3.368400,6.736549
3.374025,0.000000,3.374025,6.745518
3.379651,0.000000,3.379651,6.849118
3.385276,0.000000,3.385276,7.071823
3.390901,0.000000,3.390901,7.060854
3.396526,0.000000,3.396526,6.859717
3.402151,0.000000,3.402151,6.671555
3.407776,0.000000,3.407776,6.473625
3.413401,0.000000,3.413401,7.513590
3.419026,0.000000,3.419026,7.718907
3.424651,0.000000,3.424651,6.867357
3.430276,0.000000,3.430276,6.989952
3.435902,0.000000,3.435902,8.167713
3.441527,0.000000,3.441527,6.795100
3.447152,0.000000,3.447152,5.929801
3.452777,0.000000,3.452777,7.308457
3.458402,0.000000,3.458402,8.223208
3.464027,0.000000,3.464027,7.422595
3.469652,0.000000,3.469652,7.200171
3.475277,0.000000,3.475277,6.871463
3.480902,0.000000,3.480902,6.630337
3.486528,0.000000,3.486528,7.383307
3.492153,0.000000,3.492153,7.367686
3.497778,0.000000,3.497778,7.575225
3.503403,0.000000,3.503403,6.982786
3.509028,0.000000,3.509028,7.202352
3.514653,0.000000,3.514653,7.300035
3.520278,0.000000,3.520278,6.743630
3.525903,0.000000,3.525903,7.038733
3.531528,0.000000,3.531528,7.945144
3.537154,0.000000,3.537154,7.160874
3.542779,0.000000,3.542779,6.384220
3.548404,0.000000,3.548404,6.804750
3.554029,0.000000,3.554029,6.340569
3.559654,0.000000,3.559654,7.020663
3.565279,0.000000,3.565279,7.259830
3.570904,0.000000,3.570904,6.284415
3.576529,0.000000,3.576529,6.686258
3.582154,0.000000,3.582154,6.807599
3.587779,0.000000,3.587779,6.397664
3.593405,0.000000,3.593405,6.494622
3.599030,0.000000,3.599030,6.837558
3.604655,0.000000,3.604655,7.351196
3.610280,0.000000,3.610280,7.015226
3.615905,0.000000,3.615905,7.259921
3.621530,0.000000,3.621530,7.375827
3.627155,0.000000,3.627155,7.175223
3.632780,0.000000,3.632780,6.643852
3.638405,0.000000,3.638405,6.921741
3.644031,0.000000,3.644031,6.716206
3.649656,0.000000,3.649656,7.132109
3.655281,0.000000,3.655281,7.445407
3.660906,0.000000,3.660906,6.653839
3.666531,0.000000,3.666531,5.396256
3.672156,0.000000,3.672156,6.346699
3.677781,0.000000,3.677781,7.114097
3.683406,0.000000,3.683406,7.344754
3.689031,0.000000,3.689031,6.581344
3.694657,0.000000,3.694657,6.525237
3.700282,0.000000,3.700282,6.504092
3.705907,0.000000,3.705907,5.848549
3.711532,0.000000,3.711532,7.097595
3.717157,0.000000,3.717157,6.971155
3.722782,0.000000,3.722782,6.420448
3.728407,0.000000,3.728407,5.736380
3.734032,0.000000,3.734032,7.207537
3.739657,0.000000,3.739657,7.840919
3.745283,0.000000,3.745283,7.480391
3.750908,0.000000,3.750908,6.466164
3.756533,0.000000,3.756533,6.867822
3.762158,0.000000,3.762158,7.313051
3.767783,0.000000,3.767783,7.024994
3.773408,0.000000,3.773408,6.367471
3.779033,0.000000,3.779033,5.983777
3.784658,0.000000,3.784658,7.146451
3.790283,0.000000,3.790283,7.248400
3.795908,0.000000,3.795908,6.954876
3.801534,0.000000,3.801534,7.243079
3.807159,0.000000,3.807159,8.375009
3.812784,0.000000,3.812784,7.818910
3.818409,0.000000,3.818409,7.646954
3.824034,0.000000,3.824034,8.068251
3.829659,0.000000,3.829659,8.605569
3.835284,0.000000,3.835284,8.344020
3.840909,0.000000,3.840909,6.442204
3.846534,0.000000,3.846534,6.203521
3.852160,0.000000,3.852160,6.328929
3.857785,0.000000,3.857785,6.932466
3.863410,0.000000,3.863410,6.769443
3.869035,0.000000,3.869035,7.039361
3.874660,0.000000,3.874660,7.092126
3.880285,0.000000,3.880285,6.999111
3.885910,0.000000,3.885910,7.081668
3.891535,0.000000,3.891535,7.227315
3.897160,0.000000,3.897160,7.016313
3.902786,0.000000,3.902786,6.372749
3.908411,0.000000,3.908411,7.115649
3.914036,0.000000,3.914036,7.464706
3.919661,0.000000,3.919661,6.784076
3.925286,0.000000,3.925286,7.533298
3.930911,0.000000,3.930911,7.851555
3.936536,0.000000,3.936536,7.350358
3.942161,0.000000,3.942161,7.342280
3.947786,0.000000,3.947786,6.757842
3.953411,0.000000,3.953411,6.565328
3.959037,0.000000,3.959037,7.113934
